artist,attack,cardClass,collectible,cost,dbfId,flavor,health,id,name,playerClass,rarity,referencedTags/0,set,text,type,mechanics/0,howToEarnGolden,race,howToEarn,playRequirements/REQ_MINION_TARGET,playRequirements/REQ_TARGET_MIN_ATTACK,playRequirements/REQ_TARGET_TO_PLAY,mechanics/1,targetingArrowText,playRequirements/REQ_ENEMY_TARGET,playRequirements/REQ_NUM_MINION_SLOTS,playRequirements/REQ_TARGET_MAX_ATTACK,elite,faction,playRequirements/REQ_FRIENDLY_TARGET,playRequirements/REQ_NONSELF_TARGET,playRequirements/REQ_TARGET_IF_AVAILABLE,playRequirements/REQ_TARGET_WITH_DEATHRATTLE,playRequirements/REQ_TARGET_WITH_RACE,durability,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND,overload,playRequirements/REQ_MINIMUM_ENEMY_MINIONS,entourage/0,entourage/1,entourage/2,entourage/3,entourage/4,entourage/5,entourage/6,entourage/7,entourage/8,entourage/9,spellDamage,classes/0,classes/1,classes/2,multiClassGroup,playRequirements/REQ_STEALTHED_TARGET,playRequirements/REQ_TARGET_FOR_COMBO,playRequirements/REQ_FROZEN_TARGET,referencedTags/1,collectionText,playRequirements/REQ_MINION_SLOT_OR_MANA_CRYSTAL_SLOT,mechanics/2,mechanics/3,playRequirements/REQ_HERO_TARGET,playRequirements/REQ_LEGENDARY_TARGET,playRequirements/REQ_MUST_TARGET_TAUNTER,playRequirements/REQ_TARGET_IF_AVAILABE_AND_ELEMENTAL_PLAYED_LAST_TURN,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS,playRequirements/REQ_MINIMUM_TOTAL_MINIONS,playRequirements/REQ_WEAPON_EQUIPPED,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_SECRETS,playRequirements/REQ_DAMAGED_TARGET,playRequirements/REQ_UNDAMAGED_TARGET,playRequirements/REQ_FRIENDLY_MINION_DIED_THIS_GAME,referencedTags/2
J. Meyers & T. Washington,3,MAGE,true,2,38900,"No matter how many times we tell her not to, she keeps feeding C'Thun scraps under the table.",2,OG_303,Cult Sorcerer,MAGE,RARE,,OG,"[x]<b><b>Spell Damage</b> +1</b>
After you cast a spell,
give your C'Thun +1/+1
<i>(wherever it is).</i>",MINION,RITUAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Raymond Swanland,6,HUNTER,true,7,2017,The Sen'jin High football team is The Gahz'rillas.,9,GVG_049,Gahz'rilla,HUNTER,LEGENDARY,,GVG,"Whenever this minion takes damage, double its Attack.",MINION,,,BEAST,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur Gimaldinov,3,PRIEST,true,5,39374,"B4 is a nice place to visit, but he wouldn't want to live there.",4,KAR_204,Onyx Bishop,PRIEST,RARE,,KARA,<b>Battlecry:</b> Summon a friendly minion that died this game.,MINION,BATTLECRY,"Crafting unlocked in the Opera, in One Night in Karazhan.",,"Unlocked in the Opera, in One Night in Karazhan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Nelson,4,NEUTRAL,true,2,855,"""I'm gonna light you up, sweetcheeks!""",4,NEW1_029,Millhouse Manastorm,NEUTRAL,LEGENDARY,,EXPERT1,<b>Battlecry:</b> Enemy spells cost (0) next turn.,MINION,BATTLECRY,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinod Rams,4,NEUTRAL,true,3,2033,Ogres have really terrible short-term chocolate.,4,GVG_065,Ogre Brute,NEUTRAL,COMMON,,GVG,50% chance to attack the wrong enemy.,MINION,FORGETFUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralph Horsley,1,SHAMAN,true,2,39694,They'll be MUCH easier to use once they add the spirit<i>thumb</i>.,,KAR_063,Spirit Claws,SHAMAN,COMMON,,KARA,"[x]Has +2 Attack while you
have <b>Spell Damage</b>.",WEAPON,,"Crafting unlocked in the Spire, in One Night in Karazhan.",,"Unlocked in the Spire, in One Night in Karazhan.",,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Seaman,3,HUNTER,true,3,41304,Likes to scare his friends half to death.,3,UNG_800,Terrorscale Stalker,HUNTER,RARE,DEATHRATTLE,UNGORO,<b>Battlecry:</b> Trigger a friendly minion's <b>Deathrattle</b>.,MINION,BATTLECRY,,,,0,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Sass,7,NEUTRAL,true,6,2681,Apparently it really was just a flesh wound.,4,AT_128,The Skeleton Knight,NEUTRAL,LEGENDARY,,TGT,"<b>Deathrattle:</b> Reveal a minion in each deck. If yours costs more, return this to your hand.",MINION,DEATHRATTLE,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Ryman,4,NEUTRAL,true,4,995,Training Ogres in the art of spellcasting is a questionable decision.,4,CS2_197,Ogre Magi,NEUTRAL,FREE,,CORE,<b>Spell Damage +1</b>,MINION,,Unlocked at Warlock Level 55.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Sam Nielson,2,NEUTRAL,true,6,2961,The fourth one fell off in a tragic accident.  They don't talk about it.,6,LOE_089,Wobbling Runts,NEUTRAL,RARE,,LOE,<b>Deathrattle:</b> Summon three 2/2 Runts.,MINION,DEATHRATTLE,"Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",,"Unlocked in the Hall of Explorers, in the League of Explorers adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slawomir Maniak,1,ROGUE,true,2,40697,"He's so good at swarming, he can swarm all by himself!",1,CFM_691,Jade Swarmer,ROGUE,COMMON,JADE_GOLEM,GANGS,"<b>Stealth</b>
<b>Deathrattle:</b> Summon a{1} {0} <b>Jade Golem</b>.",MINION,DEATHRATTLE,,,,,,,STEALTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<b>Stealth</b>
<b>Deathrattle:</b> Summon a <b>Jade Golem</b>.",,,,,,,,,,,,,,,
Daren Bader,2,NEUTRAL,true,2,1369,"Edward ""Lefty"" Smith tried to make luggage out of a river crocolisk once.",3,CS2_120,River Crocolisk,NEUTRAL,FREE,,CORE,,MINION,,Unlocked at Druid Level 55.,BEAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoltan Boros,3,ROGUE,true,2,2767,Almost went to play for Stormwind before signing with Undercity.,2,AT_030,Undercity Valiant,ROGUE,COMMON,,TGT,<b>Combo:</b> Deal 1 damage.,MINION,COMBO,,,,,,,,Deal 1 damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Skan Srisuwan,3,NEUTRAL,true,4,2911,"A-1 and A-2 went nuts, when they should have gone bolts.",4,LOE_039,Gorillabot A-3,NEUTRAL,COMMON,DISCOVER,LOE,"<b>Battlecry:</b> If you control another Mech, <b>Discover</b> a Mech.",MINION,BATTLECRY,"Crafting unlocked in The Ruined City, in the League of Explorers adventure.",MECHANICAL,"Unlocked in The Ruined City, in the League of Explorers adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dany Orizio,2,PALADIN,true,3,2027,"So you ripped this out of a machine, carved some runes on it, stuck it on a handle, and now it's a weapon of great divine power? Seems legit.",,GVG_059,Coghammer,PALADIN,EPIC,DIVINE_SHIELD,GVG,<b>Battlecry:</b> Give a random friendly minion <b>Divine Shield</b> and <b>Taunt</b>.,WEAPON,BATTLECRY,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,TAUNT,,,,,,,,,,,,,,,,
Paul Mafayon,1,WARRIOR,true,1,38914,"Hates when N'Zoth yells ""Ahoy Matey!!"", but there's not really much he can do about it.",1,OG_312,N'Zoth's First Mate,WARRIOR,COMMON,,OG,<b>Battlecry:</b> Equip a 1/3 Rusty Hook.,MINION,BATTLECRY,,PIRATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Allsop,5,ROGUE,true,6,287,He just wants people to see his vacation photos.,3,NEW1_005,Kidnapper,ROGUE,EPIC,,EXPERT1,<b>Combo:</b> Return a minion to its owner's hand.,MINION,COMBO,,,,0,,,,Return a minion to hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
Matt Dixon,3,NEUTRAL,true,2,2918,Deals damage when he croaks.,2,LOE_046,Huge Toad,NEUTRAL,COMMON,,LOE,<b>Deathrattle:</b> Deal 1 damage to a random enemy.,MINION,DEATHRATTLE,"Crafting unlocked in The Ruined City, in the League of Explorers adventure.",BEAST,"Unlocked in The Ruined City, in the League of Explorers adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phroilan Gardner,,WARRIOR,true,2,940,Hey you two…could you stand next to each other for a second…,,CS2_114,Cleave,WARRIOR,FREE,,CORE,"[x]Deal $2 damage to
two random enemy
minions.",SPELL,,Unlocked at Level 40.,,Unlocked at Level 2.,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Allsop,8,DRUID,true,8,205,I <i>dare</i> you to attack Darnassus.,8,CS2_232,Ironbark Protector,DRUID,FREE,,CORE,<b>Taunt</b>,MINION,TAUNT,Unlocked at Level 49.,,Unlocked at Level 10.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Meyers & A. Bozonnet,4,ROGUE,true,5,38876,"I mean, it's not creepy if you ASK before you steal their shadow to make a small replica of them to keep on your shelf.",4,OG_291,Shadowcaster,ROGUE,EPIC,,OG,<b>Battlecry:</b> Choose a friendly minion. Add a 1/1 copy to your hand that costs (1).,MINION,BATTLECRY,,,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skan Srisuwan,5,PALADIN,true,5,2504,Just could not be talked out of using his turtle for the joust...,5,AT_104,Tuskarr Jouster,PALADIN,RARE,,TGT,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, restore 7 Health to your hero.",MINION,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Scott,,SHAMAN,true,2,1809,"It's like birth, except you're an adult and you were just dead a second ago.",,FP1_025,Reincarnate,SHAMAN,COMMON,,NAXX,"Destroy a minion, then return it to life with full Health.",SPELL,,"Crafting unlocked in The Military Quarter, in the Naxxramas adventure.",,"Unlocked in The Military Quarter, in the Naxxramas adventure.",0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Gibbons,,WARRIOR,true,2,40566,"It fell off a kodo, I promise!",,CFM_752,Stolen Goods,WARRIOR,RARE,TAUNT,GANGS,Give a random <b>Taunt</b> minion in your hand +3/+3.,SPELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakub Kasber,1,ROGUE,true,1,38391,He has a poor understanding of the law of diminishing returns.,2,OG_070,Bladed Cultist,ROGUE,COMMON,,OG,<b>Combo:</b> Gain +1/+1.,MINION,COMBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yewon Park,4,WARLOCK,true,4,40691,Pretty harmless unless you're a Seadevil.,2,CFM_699,Seadevil Stinger,WARLOCK,RARE,,GANGS,"[x]<b>Battlecry:</b> The next Murloc
you play this turn costs
 Health instead of Mana.",MINION,BATTLECRY,,MURLOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zero Yue,5,WARRIOR,true,5,2054,Wintergrasp Keep's only weakness!,5,GVG_086,Siege Engine,WARRIOR,RARE,,GVG,"Whenever you gain Armor, give this minion +1 Attack.",MINION,,,MECHANICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sedhayu Ardian,4,NEUTRAL,true,3,466,"Having Arcane golems at home really classes up the place, and as a bonus they are great conversation pieces.",4,EX1_089,Arcane Golem,NEUTRAL,RARE,,EXPERT1,<b>Battlecry:</b> Give your opponent a Mana Crystal.,MINION,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Horley Orlandelli,5,DRUID,true,6,39696,Please? Can I keep him? I promise to clean his cage <i>every day</i>.,5,KAR_065,Menagerie Warden,DRUID,COMMON,,KARA,<b>Battlecry:</b> Choose a friendly Beast. Summon a copy of it.,MINION,BATTLECRY,"Crafting unlocked in the Menagerie, in One Night in Karazhan.",,"Unlocked in the Menagerie, in One Night in Karazhan.",0,,,,,,,,,,0,,0,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Kaniuga,3,NEUTRAL,true,4,41096,Also inordinately excited for cupcakes.,4,UNG_113,Bright-Eyed Scout,NEUTRAL,EPIC,,UNGORO,<b>Battlecry:</b> Draw a card. Change its Cost to (5).,MINION,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn Rane,5,NEUTRAL,true,6,40596,"Though young, Aya took over as the leader of Jade Lotus through her charisma and strategic acumen when her predecessor was accidentally crushed by a jade golem.",3,CFM_902,Aya Blackpaw,NEUTRAL,LEGENDARY,,GANGS,<b>Battlecry and Deathrattle:</b> Summon a{1} {0} <b>Jade Golem</b>.,MINION,BATTLECRY,,,,,,,DEATHRATTLE,,,,,true,,,,,,,,,,,,,,,,,,,,,,DRUID,ROGUE,SHAMAN,JADE_LOTUS,,,,,<b>Battlecry and Deathrattle:</b> Summon a <b>Jade Golem</b>.,,JADE_GOLEM,,,,,,,,,,,,,
Dan Scott,,DRUID,true,3,2793,Is this a noun or a verb?  We will never know.,,AT_044,Mulch,DRUID,EPIC,,TGT,"Destroy a minion.
Add a random minion to your opponent's hand.",SPELL,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Ryman,8,PALADIN,true,8,38758,"What happens when you try and corrupt a corrupted firelord? DOUBLE NEGATIVE, INSECT!",8,OG_229,"Ragnaros, Lightlord",PALADIN,LEGENDARY,,OG,"At the end of your turn, restore 8 Health to a damaged friendly character.",MINION,,,ELEMENTAL,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.J. Nazzaro,2,PRIEST,true,2,40381,"Gadgetzan, where even the pet rocks have pet rocks.",3,CFM_606,Mana Geode,PRIEST,EPIC,,GANGS,"Whenever this minion is healed, summon a 2/2 Crystal.",MINION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Dixon,2,HUNTER,true,3,2892,Dang.  This card is sweet.  Almost as sweet as Dessert Camel.,4,LOE_020,Desert Camel,HUNTER,COMMON,,LOE,<b>Battlecry:</b> Put a 1-Cost minion from each deck into the battlefield.,MINION,BATTLECRY,"Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",BEAST,"Unlocked in the Hall of Explorers, in the League of Explorers adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Seaman,4,PRIEST,true,5,38764,The secret ingredient: liquified funnel cake.,5,OG_234,Darkshire Alchemist,PRIEST,COMMON,,OG,<b>Battlecry:</b> Restore 5 Health.,MINION,BATTLECRY,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eva Wilderman,2,NEUTRAL,true,2,38859,"Here, Evil!  C'mon boy!",3,OG_281,Beckoner of Evil,NEUTRAL,COMMON,,OG,<b>Battlecry:</b> Give your C'Thun +2/+2 <i>(wherever it is).</i>,MINION,BATTLECRY,Crafting unlocked after opening a Whispers of the Old Gods pack.,,Unlocked when opening a Whispers of the Old Gods pack.,,,,RITUAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonboy Meyers,,HUNTER,true,3,2638,pow POW pow,,AT_056,Powershot,HUNTER,RARE,,TGT,Deal $2 damage to a minion and the minions next to it.,SPELL,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ken Steacy,3,NEUTRAL,true,3,680,"When he saves enough plunder, he's going to commission an enormous captain's hat.  He has hat envy.",3,NEW1_027,Southsea Captain,NEUTRAL,EPIC,,EXPERT1,Your other Pirates have +1/+1.,MINION,AURA,,PIRATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca Zontini,,PRIEST,true,5,841,"If the Holy Light forsakes you, good luck casting this spell.  Also, you're probably a jerk.",,CS1_112,Holy Nova,PRIEST,FREE,,CORE,Deal $2 damage to all enemies. Restore #2 Health to all friendly characters.,SPELL,,Unlocked at Level 45.,,Unlocked at Level 6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Moeller,6,MAGE,true,6,2544,"The Grand Tournament has a ""No dragons allowed"" policy, but it's rarely enforced.",6,AT_008,Coldarra Drake,MAGE,EPIC,,TGT,You can use your Hero Power any number of times.,MINION,,,DRAGON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Stapleton,2,NEUTRAL,true,2,41316,Universally adored by both control decks and ninjas.,3,UNG_807,Golakka Crawler,NEUTRAL,RARE,,UNGORO,<b>Battlecry:</b> Destroy a Pirate and gain +1/+1.,MINION,BATTLECRY,,BEAST,,0,,,,,,,,,,,,0,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Brereton,,DRUID,true,1,2792,2 out of 2 saplings recommend that you summon the saplings.,,AT_037,Living Roots,DRUID,COMMON,,TGT,<b>Choose One -</b> Deal $2 damage; or Summon two 1/1 Saplings.,SPELL,CHOOSE_ONE,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Ryman,1,HUNTER,true,1,41353,It’s not LITERALLY jeweled. The goblins were terribly disappointed.,1,UNG_912,Jeweled Macaw,HUNTER,COMMON,,UNGORO,<b>Battlecry:</b> Add a random Beast to your hand.,MINION,BATTLECRY,,BEAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Scott,8,NEUTRAL,true,12,2233,He and Mountain Giant don't get along.,8,GVG_121,Clockwork Giant,NEUTRAL,EPIC,,GVG,Costs (1) less for each card in your opponent's hand.,MINION,,,MECHANICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Polidora,7,NEUTRAL,true,5,1122,No Job is too big.  No fee is too big.,6,CS2_227,Venture Co. Mercenary,NEUTRAL,COMMON,,EXPERT1,Your minions cost (3) more.,MINION,AURA,,,,,,,,,,,,,HORDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jomaro Kindred,4,HUNTER,true,4,2263,It takes a special kind of hunter to venture deep into a firey lava pit and convince a monster who lives there to come home and be a cuddly housepet.,4,BRM_014,Core Rager,HUNTER,RARE,,BRM,"<b>Battlecry:</b> If your hand is empty, gain +3/+3.",MINION,BATTLECRY,"Crafting unlocked in Blackrock Spire, in the Blackrock Mountain adventure.",BEAST,"Unlocked in Blackrock Spire, in the Blackrock Mountain adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Gaser,1,NEUTRAL,true,3,38782,peerc rewop,5,OG_248,Am'gam Rager,NEUTRAL,COMMON,,OG,,MINION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Zhang,2,NEUTRAL,true,2,2505,Who argent watches the Argent Watchman?,4,AT_109,Argent Watchman,NEUTRAL,RARE,,TGT,"Can't attack.
<b>Inspire:</b> Can attack as normal this turn.",MINION,INSPIRE,,,,,,,CANT_ATTACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Horley Orlandelli,,MAGE,true,1,172,"The trick is not to break the lance.  Otherwise, you have ""Ice Pieces.""  Ice Pieces aren't as effective.",,CS2_031,Ice Lance,MAGE,COMMON,,HOF,"<b>Freeze</b> a character. If it was already <b>Frozen</b>, deal $4 damage instead.",SPELL,FREEZE,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samwise,10,NEUTRAL,true,10,38312,"When he's working out, he binds all that rage back into a ponytail.",10,OG_042,"Y'Shaarj, Rage Unbound",NEUTRAL,LEGENDARY,,OG,"At the end of your turn, put a minion from your deck into the battlefield.",MINION,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn Rane,5,MAGE,true,4,1934,"If you can't find a bomb to throw, just pick up any goblin invention and throw that.",4,GVG_004,Goblin Blastmage,MAGE,RARE,,GVG,"<b>Battlecry:</b> If you have a Mech, deal 4 damage randomly split among all enemies.",MINION,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daria Tuzova,1,NEUTRAL,true,1,38475,It's like being able to play with THREE angry chickens!,1,OG_123,Shifter Zerus,NEUTRAL,LEGENDARY,,OG,"Each turn this is in your hand, transform it into a random minion.",MINION,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daren Bader,2,ROGUE,true,3,391,Perdition's Blade is Ragnaros's back-up weapon while Sulfuras is in the shop.,,EX1_133,Perdition's Blade,ROGUE,RARE,,EXPERT1,<b>Battlecry:</b> Deal 1 damage. <b>Combo:</b> Deal 2 instead.,WEAPON,BATTLECRY,,,,,,,COMBO,Deal 1 damage.  Combo: 2 instead.,,,,,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauricio Herrera,,ROGUE,true,3,41834,"Like Deadly Poison, but deadlier.",,UNG_823,Envenom Weapon,ROGUE,RARE,POISONOUS,UNGORO,Give your weapon <b>Poisonous</b>.,SPELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
Brian Despain,5,NEUTRAL,true,4,41265,"""Low, low rents! Must enjoy a nomadic lifestyle. Quasi-sentient, bipedal, amphibious humanoids ONLY!""",4,UNG_089,Gentle Megasaur,NEUTRAL,EPIC,ADAPT,UNGORO,<b>Battlecry:</b> <b>Adapt</b> your Murlocs.,MINION,BATTLECRY,,BEAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Despain,2,ROGUE,true,3,1992,"Mechs like learning from him because he really speaks their language.
0110100001101001",2,GVG_027,Iron Sensei,ROGUE,RARE,,GVG,"At the end of your turn, give another friendly Mech +2/+2.",MINION,,,MECHANICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Nelson,1,NEUTRAL,true,3,175,You don't see a lot of Dalaran warriors.,4,EX1_582,Dalaran Mage,NEUTRAL,FREE,,CORE,<b>Spell Damage +1</b>,MINION,,Unlocked at Mage Level 59.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Zhang,7,NEUTRAL,true,8,38795,"""Hello, is Doom there? No? Can I leave a message?""",9,OG_255,Doomcaller,NEUTRAL,RARE,,OG,"<b>Battlecry:</b> Give your C'Thun +2/+2 <i>(wherever it is).</i> If it's dead, shuffle it into your deck.",MINION,BATTLECRY,,,,,,,RITUAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Graciano,6,NEUTRAL,true,6,2258,Volcanic Drakes breathe lava instead of fire. The antacid vendor at Thorium Point does a brisk business with them.,4,BRM_025,Volcanic Drake,NEUTRAL,COMMON,,BRM,Costs (1) less for each minion that died this turn.,MINION,,"Crafting unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.",DRAGON,"Unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Efrem Palacios,,PALADIN,true,4,250,"A good paladin has many tools.  Hammer of Wrath, Pliers of Vengeance, Hacksaw of Justice, etc.",,CS2_094,Hammer of Wrath,PALADIN,FREE,,CORE,"Deal $3 damage.
Draw a card.",SPELL,,Unlocked at Level 32.,,Unlocked at Level 1.,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Wootten,,WARLOCK,true,2,1142,Demonfire is like regular fire except for IT NEVER STOPS BURNING HELLLPPP,,EX1_596,Demonfire,WARLOCK,COMMON,,EXPERT1,"Deal $2 damage to a minion. If it’s a friendly Demon, give it +2/+2 instead.",SPELL,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Nelson,,WARRIOR,true,1,38918,"For his next trick, he turns the ichor back to blood and stuffs it back in you.",,OG_314,Blood To Ichor,WARRIOR,RARE,,OG,"Deal $1 damage to a minion. If it survives, summon a 2/2 Slime.",SPELL,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Horley Orlandelli,9,HUNTER,true,7,41366,"Swamp King Dred, more like Swamp King Dead, amiright?",9,UNG_919,Swamp King Dred,HUNTER,LEGENDARY,,UNGORO,"After your opponent plays a minion, attack it.",MINION,,,BEAST,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Despain,,DRUID,true,4,1802,"""Poisonseed Bagel"" is the least popular bagel at McTiggin's Druidic Bagel Emporium.",,FP1_019,Poison Seeds,DRUID,COMMON,,NAXX,Destroy all minions and summon 2/2 Treants to replace them.,SPELL,,"Crafting unlocked in The Arachnid Quarter, in the Naxxramas adventure.",,"Unlocked in The Arachnid Quarter, in the Naxxramas adventure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
